p1,p2,p3,n_pois,business_ids
127,21,127,2,6-_lHkiCLUP5lOe1bp_6hA|YMPgp2EUXV0DRFG0M08AvQ
119,54,86,2,e0DU7_0mfalr-lnyUafiag|IoAubn7CpU2rqcURxUo1MA
64,60,21,2,shABaXkhIW1Xg7Uoo4Hj9w|XIPjKOH488fq1IntmM_g-w
2,86,88,2,sHwHKUBKYe2PPvgyc361yw|dNKfk53tTRRYW8c8jZWWlQ
107,109,36,2,lc4QT_0ojlUQsMsWS_imPw|1GNYUnUoTSWlz1psT-RY9w
6,115,46,2,EPkF-beh6gg_s3HtlAdfiw|-kfHz1kimX62QEceFkkB_g
73,70,4,2,A9HKXtFnNprkzGewUV9QZA|Po6WLHD5ZFkVoiuTFL3Jtg
110,58,36,2,DFEfjbZSMgXoft88GXZM1Q|kN1Z5QTAPqDgi-GG1sqacA
43,13,116,2,wO4IO1uTN65jkYdaBJCL8A|hlb7WwqcCijqqbp8zye1dw
25,82,75,2,UBiZwYMRHvshyZbKcFzNRQ|7n4DONOT2DaA6bLLGJUAnw
65,43,19,2,wK2IixmZUOEFGz1QZqR99Q|64Rl3pT4Md4-8ckeaNVZCQ
24,61,67,2,G4WFmJPXGChCf5BiOdplDA|iLjgv1R0YIXnU7Rg--dIXA
42,81,104,2,ks1BsT_1dncllU4YM7C2Qw|edDmC1Zcr5SVczbKBfiXqw
55,33,5,2,2h3SEwpI6fiuTF9mcN1S_Q|D-1BoOczhXGgwhBOR5v-nQ
33,67,116,2,GnO80EJ81gcRpHtXlmktyw|uaiO5FEJvzhZrEs0ILYNZw
121,82,100,2,edMdWsS7_gsgFXyznjlQmA|V1kq5OBQeymGoYYpU1aCuA
13,112,40,2,jiNrFnrmecdkOJFKX7tyIA|mjczJk4LNR2vQVaZQifdzA
104,109,39,2,JWyBKuDjc1tKP4DZXVEnpg|3DnbXkIQMVGPYP8snj6h9Q
87,33,49,2,m4kvY0viCwxqRtgOycnKVQ|MCsD2G2R0udfzg9FTltUTA
114,68,88,2,cJXlIGy9SURm12lqHHnf-g|mwsA08gpaEALG3C1ZI4ktw
46,98,87,2,N1s0ycKziAoQjigIwpG6Fw|tmDnJmwL-fyvqrCgmuJ5KA
124,56,86,2,n0Z10UAJO187H8Zp8gl-rw|krTxH1a9kzWgwvt3PVH8pQ
37,37,54,2,9fRgK0ZIvb4MGaDE-37ziQ|E57mYmTSD53K_sb-wBUPVA
9,43,0,2,4xhGQGdGqU60BIznBjqnuA|VJKpVv_l1g943WK6fxwZKQ
70,25,93,2,-uq7NWYxWNG6Pemh1Y7O4Q|MdHjxZu4gvV7si2Calws8w
83,93,60,2,zmEBcwiDviuo8yYCcmF0Dw|uoeorCGGYUYDV8S2A8e8EQ
16,14,58,2,LqY3NrBE0trSnDj87KAn3A|IK4iU_hsbzLPbRhZRv1jrw
25,88,49,2,9coQY05SXPMBGKHcVXWFMw|ArYSGnEvBoT0qeb02VQVhA
114,38,69,2,q_MNI5-3vyXmwChyEMs2Wg|-ZARTsijxBe_p4nSFlYv9A
83,51,127,2,ra_ScYbdhHj2RiYSGEvSdQ|USTRt6TuX7cs_xRsOP9ZJw
119,56,104,2,zbrIMldF_O1ZQ0vpUaaa8A|iBBV8vesQ8fo2IQA7an1JA
66,74,10,2,vMPY-J53FaDh9kvOURK_Gg|wRkY9ZbmD7UJ2zFVMekRpQ
74,86,38,2,clR4TxO8xgQrifYzJQ9OJg|8_PjFEXmWul4Smu6FdJDxQ
112,13,79,2,72yw_QJwkKEjpa7CumQCeQ|hJr6xw5Jn20ag2rHopI4eg
81,28,67,2,pQgVk24ZYzhO0Q9J7b8NRw|S3lmzX0wJcTYf9q1e7P_CQ
117,28,64,2,KRzAUYNpg2AkU1ErQGsLbw|qD6lkJ8u5Qj9KJsIpyFtew
1,96,49,2,GWLRfCPuVwqPOArG8PPP6g|15tq1oFSkA6ksdHn4z1Iqg
12,66,7,2,6QpjJ_9UY1wWtAbhjzK7ZA|FlmRcGv-PrBuRlnv20p_lw
82,41,100,2,qsKQTMcj7lefdJauDdyqvg|EA4v61tJCHg8xhk7bqn8Yw
30,14,2,2,E7ntP36ZqLS0qq2_RCHr4w|OOlnM8jfJEBmSvapU9tP6A
90,22,124,2,srecvLg5j5qOzwZBBI9veA|DxxT34IDNdEL97P434GNVA
29,112,84,2,2d5pXK4LYXX_LZysLWp9-Q|WTNcKCC4Yc3_zftJeEP82w
122,36,104,2,8QvcM8Nvwite-DOgdYllOw|IRBhPAC4ZoDpXazpoB3epQ
52,48,13,2,v2huduYrLY0EIHVR3eq8LQ|dRvtNs01g1ONwqBUW_RO7g
120,66,116,2,4jN2J0vMbJI43QHYuPiwFg|7JkmrXDxl58maLKL0j2WaQ
65,1,56,2,oGDGlUbOjHxmmCh8ZYcDCg|YiSr-W5BBX6uXnhWPxk82Q
91,119,7,2,BttSAciQNIQhgJCv3-FYpw|WWoUVlbCdnNT_CQG3S0ZdQ
35,116,54,2,tASk64QgOZgeM_APz7wJFA|vQ5LlK5PtAgN2P3vmlc_iA
87,92,69,2,qdpdUjdkEUpzYDdce2yZng|fVUurZgbWXzp2QzDzJzmpA
31,82,56,2,6zsdSFG86YXsgWK1wtU-3g|jtScCBIT4Ho85BuA3OnK6g
118,123,106,2,PHa__dszwtpRaSEx1CYgNg|vS77hUaSZFfoohTTvdAtnw
