p1,p2,p3,n_pois,business_ids
35,42,50,2,0iHHsSqphxrBWWecYEJcuQ|r5sQtvsO4OVJgEH5H3uEAg
33,83,115,2,X1AeiWVqWjIqBdjOuUAJuw|VMP_tCZXcuJuiNUCBshd8w
124,27,100,2,b_qJMmCldHNlPRVh-aa6HA|lPe5tzC6kZf_qZBNUPpAcA
31,30,65,2,9u79dIXLQzmt9rnOZEnBaQ|lXgITG2Ji6mhAPOmw4TRng
113,23,72,2,4ir8M1-WYnpJpNLG4VoscA|dO8mWdDY04Bxejg2AQ6mew
25,74,113,2,NT7VWQgJCsmeYwx8MlW-XQ|anZsJZYwXHD5gZkKjmtGwA
77,65,115,2,s9zxw2dcpZetR2CdZqgLtQ|45RoPYFvQu1GuqOAoIs11Q
123,60,86,2,2VhnG5W9n0mp9eTr38nzVA|On6suir7I_VW5z_RSEfpvA
40,0,98,2,FQxEfhBd1gMrurP19bhK8w|wAPXYljzn9YDTvQqqL54pw
32,72,50,2,g0lCOgLkkByZrhmwYzP5KA|LuPK46HMxRYEVTXVbBCR1g
7,110,105,2,BMlzGBDSlqSe3AnoPoVx6Q|SNIt_F2htbrbYaH-1dq9zw
43,66,116,2,wrHiC82EFgvH72Kv5Uw5-Q|G8IN7d9ygbtf6lbMKbkm8A
32,102,95,2,F-NlTcl5BHb07E7TFb2TJw|U1lGcthY52-LUPdxhV3qVw
113,23,86,2,wlkwDTzSlUl36iPt7v3yGA|Wd7CqWk-owVbcLzYNwDysQ
57,102,7,2,GyWxMEMzRZJ-mb6OAq7jyA|BHZZFNH4wu5VAq_JypqjiQ
117,60,55,2,S5mn4zmda6HklORko5xd8Q|dIYGIJtF9PGlrtSF8Os63Q
47,14,50,2,QFh-h_OZ5Io-mBk32HN28A|BZq27sUTa_hruRKXr1x54g
90,74,106,2,QsNy5dd0Xxxxo3TkAIUsKA|hftQ9X-z816C1ikF8DgD1w
9,83,72,2,mm6yIxh8_vA8t3HiftKS8g|LQo1BT1j1noU4k4ITZhZfg
105,25,30,2,8JGQnOj0N-0krAvLtioWHg|1BT287ZmdIWGVoGCIJ68iw
44,17,29,2,4sFyCJXxKGFfRaTC9XeVRw|l6ioOkbj97HQnfMLRR1b-g
41,72,85,2,d0E938M2_4kcuULUdnj-Xw|ZKi4F9BlA46rLvLyeIE3VA
109,31,122,2,Na0AbPf1GDkN33FllkOfDQ|grEJZ7iyhUbF8xuwmFRdAA
117,58,107,2,qISHFz2ioPRyjHOB77xzvw|Wv55Vy9IujqQt3P1h4DEQg
36,34,11,2,qNSZQkLl8NXShiObbX6gPg|g1Zy0uCpWkkyJ2I_k7txmg
84,79,37,2,NcPL-huY-Ac2VjkZ5KsSRQ|n67s7eDowWHlfhVtCElxGQ
12,42,78,2,EC9-hDcyqE8c_m03X3VhIQ|9_uigKs9GCwg9dFKkq_Kfg
127,72,122,2,scH9yupjqMr-XP3bzJGY0A|3Wy21heeDm8h2tSZfcj6OA
106,106,72,2,SVJ_EvFnsqZEvoqjXD3CSw|HPKZ2gO4yYyUYFf2uESnGQ
65,91,30,2,HGpCLdCCSvfdiwZRqWQ_Uw|FN7Q17SLmJM353LudNPbxg
73,83,104,2,ZTBcD3AVI8unUd59WQDvCA|mZQbhFIGDC9cYasmZDfFHA
20,23,7,2,XYCH5V3qyauP6WQxwoxuaw|Xh44ZfAipGBmOkpU6aJQlQ
102,72,124,2,iBBV8vesQ8fo2IQA7an1JA|_urnEsYdKg1wt057-8yA9Q
51,23,7,2,i87GonNIBlS-JPg1LAUZlw|rH66ZkKHdHP0zB5E6WAeHA
126,97,95,2,fP4rwb4VxnUjdxiv6oYL4w|-1g8Qb6t_mSX_ak1thMmrQ
117,1,22,2,SjjHIAIruI4gEskkL-Mo8g|-AAODDlBwYz3Hcc5NpdN2Q
47,97,122,2,mjMJxBpW_Pg1b4duNPJsTA|7yR4oQcapZBKCkRLB3Isig
57,63,37,2,ol6ATB97MdIuhm6yAGOeMQ|jtgBkAQuchDYgkdsebzLsQ
31,14,107,2,L6nIOUwcTGgQKExGHmvTzQ|FjVAwrTr0AMfs78pDLamtA
11,5,113,2,cTHb9p9ggYzZe3Wg-Rx5Ag|GQiAcKFZ9ZnE9KTv-Anxmw
38,83,100,2,hKJY9rtaahG7gP3DK3_mPA|rIGX4yiwBwI9l2XC5F0dbw
1,4,72,2,DuzZ68TZWlQ3mALJZ0ASVQ|XIY-M3bfZgYwFwU-NrDgvQ
37,99,105,2,FH1x4vQom0CwuOy5Af8b5Q|zBg40fmmODdTHg_h6mRWiw
79,106,65,2,fvvcazqU4YeWyRaagMF5pw|pKWxpYsS-z6D5FMKfOGuIA
127,30,72,2,DqVpNtgFCP47n6frh-LREA|FH1sTH13rupNdANai7JFxA
11,124,60,2,0xX3qjUoBP2p5UZoDXxhSg|lNWjZchYi5YKxwOIRAszKQ
53,81,30,2,0FajDslLd4zw9EmvSYfVOw|KaEBkaHgbYTYEJ2MMVP-vw
7,110,104,2,7YHfYiz3SqjDPSHTum1evA|kyX6GgYDlgS7mH2vPZ22AQ
69,4,56,2,_UT5fWAPQiMQEH_wKqm0xw|qr-tYwSXjyemq0H_bk8JMg
125,28,29,2,ux2tOOtjzl-9yeQgTngeiQ|LqOLAgHhGONPOXCyFuQvXA
9,5,95,2,xnoeontD7V5krlmK8pk0JQ|HncFKqa1_JhqTabbkfYfBg
114,60,72,2,OChxU7y0-FyI1f2XCD-Cvg|Oe9Gh9pSJB0rTviHNNWCXw
53,86,30,2,CZCzlptQEGzpoVgxca1V8g|exjhxfST-F8ztZG-Z61j5g
95,35,72,2,skHwbb-SxqFeKHNemu1m8w|SjRaS5u0GR1vLgs5-4EH8Q
118,92,95,2,n_RyzuCAiR4yW2JLkl0Jng|CwL56LgcMz7Bvi4xODHVSw
41,102,37,2,hrEtM0WMgwhv19mzVnKiJQ|vmq2cm0Ayol4toVsL4dZfA
96,65,123,2,dyxGkKpi3EyoaeXbr66j8A|JgSTUp2pz0b0I6uxXQKnVw
22,96,17,2,jWgZRpdHy8csA1sUz1auSw|alzPS7bo3yp3yystK62g2g
98,30,9,2,b0TBL7gSg2mduoFDgFQHoA|bDoeXKSLBvj5R5OYRBNv-g
56,12,35,2,Uo8McGzcG5ifxPUi67_Sug|CTw1twYjlN4MvFBPaMxm7g
58,122,115,2,ijU7hEUbD1Nq7KKbi4nyeQ|AgTPBMMz2Cmn11lbPe3K8A
114,60,95,2,qFQhKOdLEEaoiMLEptxSmw|PvIApbI6RieHTXiDIRyV7Q
38,25,7,2,ao7mtyHSSl6Jq_vuIGC-UQ|JVfXY1dsJBNihtB4Mea7Tg
105,5,105,2,lTmjhP7gYK3DYZW33qkHPg|AWCbDmz_65weRSSfOH-Dmg
3,31,30,2,xQcOuNG7KtwjoWKgIBoJ1g|FcsYtk59MxoL9hlMES8EbA
81,14,37,2,FEBwxZMEpxRwVXx9Fm0XZw|VAIOtbsxdNmuhUKkQZFRlA
29,79,124,2,2bxZhBk8JZkJ1GqfTB0cUQ|wupvqueqdEZXQxv14sa9vw
33,88,45,2,A9HKXtFnNprkzGewUV9QZA|Po6WLHD5ZFkVoiuTFL3Jtg
71,4,60,2,jD2NHBHssaxUgwqRVhpZDg|9x4Dm1uF-HfwjwIursh3dw
9,88,72,2,nlyoZfp2bvvSOTkvNqY6mA|ogxIVpA7yEHIPrx8FPBZbw
89,79,37,2,EPkF-beh6gg_s3HtlAdfiw|P_QAD4_iMgqTaWd5On_n3g
118,115,65,2,sj2o49ZCq2iJlZxDNrHDaA|w8AxfAjNq7wU5jHmpLSpNg
101,6,95,2,hNpp3uy5A8QnfQ8ZCBv9rA|b0XhHMt_5BHMhX8Kovo2Gg
27,72,100,2,o9dB3ptlB9qdiOvJzMeSLw|wMZAnrfwV-qHiV5zdTSrzw
117,65,72,2,S7HRC8_VRG1o3LMtjW6PZQ|JHRAqu_yNBESrFiPi23Z-Q
18,83,56,2,k8Lm3Vn2202baslhmOK4FQ|Cd-hiDiuj7TFv8b_Nln5aA
12,15,107,2,NuMR1xJu6Ewxaicc4yLOFw|enl5_0c6njSeiG2ZgieQJA
65,94,75,2,akRx4OpfXtXu3yNd-Zzehw|ZOfi2iKhamGdEK-iC5dLuw
65,94,90,2,iS42PPFtyYqg-zJJoeFgmw|7JkmrXDxl58maLKL0j2WaQ
17,29,100,2,DncqjP5bLtVmUC-h3O8Xhw|6DlB3QUOlDzzpaUDWU8g0w
11,10,22,2,bGZeYIrgClowHkdLPUoj5A|BcNK_inbhR6nNKnBoWNplg
111,86,9,2,6-_lHkiCLUP5lOe1bp_6hA|YMPgp2EUXV0DRFG0M08AvQ
57,34,51,2,7wcHZ80HLJVwUijAH_efJQ|SYHDOHRNAH-2xsw3XB5qbg
56,14,95,2,BQGaox52fHg46Vzto_9Z_Q|2W-QTUL9MNwDsJzMa8oKag
97,17,56,2,gjINakPSoAtWeg_FkLXMtQ|cdmDLTgmKp9b8rfnTEHLow
24,12,30,2,ounNupatqSOAuXuweSeqOA|ilNB7XzTdl_845TXippB7w
79,57,95,2,6sYyXDpntxOEr3Z-W5AUsQ|cBTE3AfoBWVsL0fadkf2ww
29,79,37,2,FyK0sYez1ImnovyzJ_iGZw|Qsd_S2f7fNFqngx2amRE7A
89,92,124,2,8Vo6LN9gqULhXzoxj5k6kQ|xRapA2lG7mjJ6eOqHmxe-A
111,86,124,2,7v0y0ugH4r0lLp7z4Z6bsg|-jXAkQIdZWq6i1Wwv8z1UQ
72,34,58,2,a1E2BPYnufFzb6YX2pplJg|YGgGefpPTFhgthvQvMAGoQ
21,10,98,2,javW5SlkGjEbynYd_-EfLA|QwYRo9G4GsSRG3zvxCuFHw
47,32,7,2,_vLfidpLDYHfZ_KnFZ75Lg|Hlx8S2GLF7hMuIKx4sU-gg
102,122,122,2,TVX2a4bVuCE2VUIkiLdZrQ|PVo1orQ9R7ZHfg90QACh-w
9,110,105,2,Ji3_qwy36vG5_2Q4EONE_w|oQlk24DRu1-COxjkOgJjtg
35,16,51,2,RRGLss4hhvZZuR0N6GQlSw|RNzhLU8zy1L5dBkjRK4xEA
37,84,104,2,HtHX6grCT_5TG1ijQFZGNA|QWRby9pkeYl83awSX65Rag
40,83,65,2,kzpOb196bUlnr9ncGFjfew|R7vTnDVZry_I3ZLUTIKXMQ
57,34,85,2,m4kvY0viCwxqRtgOycnKVQ|MCsD2G2R0udfzg9FTltUTA
23,20,86,2,hXS_qTF4aFPv_A6E3V0Q2Q|pNuUx7_HDBCVaInwn5aIjw
19,124,62,2,JWyBKuDjc1tKP4DZXVEnpg|Mrou58GInOFO11dJXOXjxg
96,20,58,2,Y1qZb6U7MQOy-IdgzScHhQ|yg-GjVacjAyyzQlSUN0bQA
16,76,84,2,lnGHZ_pEJNGT9pcGQ467Ew|R6NxHoRRK5Y4ishGsLrGwA
97,27,24,2,8yeGQZDoFg1IGHzPTN3yTQ|Nbp6qquQh2MOaVE1HFQafA
81,72,9,2,c-W17u2jiFOD2H_d6uo-bQ|vgDl4_ZjoLLIU2ZPL83GIg
75,72,78,2,oH1xQrw8SBPhUQUlqjNZPQ|CF1Gj1KGL13QcDkUwOvS3g
11,65,115,2,xFcMR0xI7_z1l9bSLQyxsw|2mJ9IiIhqjBDG8R_tsFdXA
20,122,82,2,x7_JxtIkM4dbfTiz8nLGwg|lLhyi9I9UTwwdDJj3Dg1AQ
71,23,89,2,0E9eF5Oh-kd4xCcCs4CX6g|FkBG94suJSksG6zHgkqR_Q
30,34,107,2,2Sauye5iyJReYj1Odc3TGw|Ts16glxcNkUxjTIstl3fiA
68,5,37,2,0_DLqOBCtgcScq6RRtfa9Q|bR9OAvboM9GQLS8FVyHbEQ
56,88,18,2,mndXN5-DmwW3xzxK7XoMmg|fQOOrAipCKMcRydM_FyVEg
47,54,7,2,KcGCtmMca0EjY_wCv_HN4Q|eX7o_-s5TmDT-DMfTV4cmw
100,83,72,2,se46OSoWF5GprhuXjM5eMQ|knT83yklXA3_9BVQYLXTBQ
40,19,50,2,Zdl6M1oDa_B49MGrlqbBtQ|zv_X_rMjwJ__sDvjPBVHyA
13,92,68,2,XgehM3pBZWuXi45J2dqRJQ|YgbIbmfDlB-bZSsjuIfKwA
91,83,30,2,WdOBXMEIUpeKlI9ykJIjHA|cMao-WjP-3-lUjK_HKulYw
80,81,100,2,4I5G98Zvf3Q5KzCTGki-Ug|tueMs7OxNEGKMYPOOgXX4g
127,79,72,2,vNRTLUP22o1X3sMURoiB9A|Ji3XN5gL1aBlbhtFEGpMFA
41,14,7,2,k1XGvBoPAXdPoGC2W-f2aA|GuzbBFraIq-fbkjfvaTRvg
115,88,100,2,bzuf6120iZb52cP6ySyREQ|e5_W9B0W0rmaO-xIpWPmsA
116,38,62,2,Iy-wu0TDX50r2DlgbOwAJw|Aa7K3kB9NSstXVeoWl8BDg
29,92,51,2,fiQxkb1pfPpvrr0oYYYBcA|iT78kOB6Ja3BJQdYipPa5g
116,94,69,2,25Uww0C0wvF9CZ_3B6vWtA|zsk5qJ179aZvgtz62JCj7A
102,122,124,2,SZU9c8V2GuREDN5KgyHFJw|MwJsk91FJ73YzzmpVaJihQ
51,60,18,2,9L-MR0arflwFMF9szEBOOg|XaClpgO7KFKZSuqBzXDcwA
4,86,105,2,PHa__dszwtpRaSEx1CYgNg|vS77hUaSZFfoohTTvdAtnw
105,106,56,2,6zsdSFG86YXsgWK1wtU-3g|gMWdwoK69sKWUruO_DWILQ
87,25,100,2,u9IX2rrzt9XH6aUc2EG47A|vUMy8Up9sdf0BTWKXycr_A
70,10,100,2,rIEbhLBfS5KQGKbQ6wxd2w|PQkDb-aBn1gBZtkS05Elkw
108,25,72,2,9L0z0ivnpf_rLVxUl95duw|UvwMaTj3ExHbQA_Kj1uahg
69,23,22,2,-IVVkCDU6E-WOBJvt9FveQ|Pxkkb2ekNo2GIhnednnbfw
102,122,37,2,Ey0t4U6yqtxCeMaGPf7GcA|o7NjFfP5ENPBLXsSnBcrlg
103,102,125,2,qdpdUjdkEUpzYDdce2yZng|HE-9l_2RSingLV2RZItdsA
40,47,125,2,-NSoqWG0CJ6peD2Zg3hBdA|FkKsoMuf_AtPyKotYJn5jw
127,64,100,2,cbkrO0zra1OiNGvtjw2igQ|eukRpR47MDH4XXfU_Dul9Q
27,79,107,2,sjNVeNqhDjEFHoOybnt2ug|54oLdsGU9B8HxFTqCCqV-A
73,70,90,2,Y-jtSRglYdxr--7aOYyDig|2yGI3Jx0hGmP_z4J4ABLjQ
70,83,37,2,9TWa1v7HYomiqdbQJbMS7A|nvf6-sDvid-D-NdvOXCxQw
37,60,95,2,HVtsnFYAHqqPhJ1-rlWPFQ|lIpEyYdxc0xuThAJ6D1qIA
